label,p,indiv_median,two_median,Name
cooperative,0.0002463054187192118,231.73512517920096,1036.71676300578,cistrome_ets1_37927_seq100
fail_cutoff,1.0,3807.075323706239,3892.04013377926,cistrome_ets1_37927_seq1021
cooperative,0.0002463054187192118,148.00010413747498,202.786516853933,cistrome_ets1_37927_seq1024
independent,0.47413793103448276,313.643346729996,337.036269430052,cistrome_ets1_37927_seq1027
independent,0.19334975369458127,2513.658536953244,2739.71891891892,cistrome_ets1_37927_seq1036
cooperative,0.0002463054187192118,348.52355185044905,1278.6531986532,cistrome_ets1_37927_seq107
cooperative,0.0002463054187192118,352.1909135605603,1056.1176470588198,cistrome_ets1_37927_seq1077
independent,0.3972906403940887,9153.565906190344,7009.928286852592,cistrome_ets1_37927_seq108
independent,0.08817733990147782,179.53427529631404,196.58883248731,cistrome_ets1_37927_seq1083
independent,0.0502463054187192,9862.334280370504,12759.084337349399,cistrome_ets1_37927_seq109
independent,0.254679802955665,1233.851892105695,1668.9548387096802,cistrome_ets1_37927_seq1098
independent,0.6524630541871921,370.68802510832506,340.089887640449,cistrome_ets1_37927_seq110
cooperative,0.0002463054187192118,876.6053702395163,2461.97416020672,cistrome_ets1_37927_seq1104
cooperative,0.0002463054187192118,190.57027643853658,294.3130990415341,cistrome_ets1_37927_seq1111
cooperative,0.0002463054187192118,637.9070665114671,1265.22627737226,cistrome_ets1_37927_seq111_0
fail_cutoff,1.0,120.22971801063301,151.68181818181802,cistrome_ets1_37927_seq111_1
fail_cutoff,1.0,1627.1709224752672,1675.4117647058802,cistrome_ets1_37927_seq1155
cooperative,0.003940886699507389,349.92260598842415,519.2380952380951,cistrome_ets1_37927_seq117
cooperative,0.007635467980295566,110.49734658786092,189.616045845272,cistrome_ets1_37927_seq1195
cooperative,0.0002463054187192118,339.719241542771,589.339130434783,cistrome_ets1_37927_seq120
fail_cutoff,1.0,248.77836713650305,290.657894736842,cistrome_ets1_37927_seq1345
cooperative,0.0002463054187192118,4571.662003778714,5818.35897435897,cistrome_ets1_37927_seq134_0
cooperative,0.0002463054187192118,386.37706026204296,846.0,cistrome_ets1_37927_seq134_1
independent,0.3233990147783251,190.38732880071598,196.46,cistrome_ets1_37927_seq136
independent,0.8251231527093597,5105.142882510019,4766.64179104478,cistrome_ets1_37927_seq1379
cooperative,0.0002463054187192118,187.789255189255,264.095238095238,cistrome_ets1_37927_seq1382
cooperative,0.00270935960591133,113.80005705949802,183.329192546584,cistrome_ets1_37927_seq139
fail_cutoff,1.0,142.04775672556798,178.842406876791,cistrome_ets1_37927_seq140
cooperative,0.005665024630541872,2320.3516296830558,3840.0396039603997,cistrome_ets1_37927_seq142
independent,0.0251231527093596,13424.100727292029,18264.125984252,cistrome_ets1_37927_seq149_0
independent,0.04285714285714285,236.94079031452299,265.516587677725,cistrome_ets1_37927_seq149_1
cooperative,0.0002463054187192118,145.35718322175697,3417.5351351351396,cistrome_ets1_37927_seq151
fail_cutoff,1.0,132.06397322878308,172.81987577639805,cistrome_ets1_37927_seq154
cooperative,0.0002463054187192118,370.06057131809996,642.1445783132531,cistrome_ets1_37927_seq155
cooperative,0.0002463054187192118,857.733962903825,1255.45762711864,cistrome_ets1_37927_seq166
cooperative,0.0002463054187192118,689.540933441507,2549.82035928144,cistrome_ets1_37927_seq17
independent,0.12660098522167484,2320.846376811598,2438.47058823529,cistrome_ets1_37927_seq175_0
independent,0.06748768472906402,1517.291238679415,1831.5582822085894,cistrome_ets1_37927_seq175_1
independent,0.9416256157635468,8763.253510716928,6186.496551724139,cistrome_ets1_37927_seq176_0
fail_cutoff,1.0,127.126624737946,134.974358974359,cistrome_ets1_37927_seq176_1
fail_cutoff,1.0,122.74948996827779,98.1592920353982,cistrome_ets1_37927_seq177
independent,0.27684729064039404,809.1733994427321,1058.54777070064,cistrome_ets1_37927_seq179_0
independent,0.8251231527093597,8653.531418349092,7813.51020408163,cistrome_ets1_37927_seq179_1
cooperative,0.0002463054187192118,283.3292929292926,549.0454545454551,cistrome_ets1_37927_seq18
cooperative,0.0002463054187192118,4812.220783672198,6491.75510204082,cistrome_ets1_37927_seq180
independent,0.3972906403940887,2807.136591832819,3048.2857142857106,cistrome_ets1_37927_seq181
cooperative,0.0002463054187192118,535.939785689077,1325.4,cistrome_ets1_37927_seq188
independent,0.8251231527093597,45221.66118107068,41533.9251336898,cistrome_ets1_37927_seq19
independent,0.15763546798029554,190.94357321070015,235.0,cistrome_ets1_37927_seq192
cooperative,0.0002463054187192118,165.20553117936396,329.824561403509,cistrome_ets1_37927_seq2
independent,0.47413793103448276,283.05276825691004,343.304347826087,cistrome_ets1_37927_seq202
independent,0.47413793103448276,10635.373035566581,10715.0552763819,cistrome_ets1_37927_seq204
fail_cutoff,1.0,166.45251568353595,212.473372781065,cistrome_ets1_37927_seq21
cooperative,0.0002463054187192118,476.954142136249,1174.70807453416,cistrome_ets1_37927_seq214
fail_cutoff,1.0,384.7726476487154,158.827586206897,cistrome_ets1_37927_seq215
independent,0.9416256157635468,686.986845261158,601.057692307692,cistrome_ets1_37927_seq216
independent,0.06748768472906402,1392.574858866624,1793.0943396226398,cistrome_ets1_37927_seq218
independent,0.8251231527093597,11931.550918047484,10952.317757009301,cistrome_ets1_37927_seq221
cooperative,0.0002463054187192118,140.316561395852,269.497536945813,cistrome_ets1_37927_seq229
