label,p,indiv_median,two_median,Name
cooperative,0.0002463054187192118,166.63969709047478,469.158208955224,ets1_GM23338_seq398_0
independent,0.8251231527093597,96298.55761045676,44958.975717439294,ets1_GM23338_seq398_1
independent,0.6278325123152709,10444.300588127013,9420.32432432432,ets1_GM23338_seq399_0
cooperative,0.0004926108374384236,257.688916860568,372.550458715596,ets1_GM23338_seq399_1
independent,0.013054187192118226,23428.91654023063,42614.8298507463,ets1_GM23338_seq4
fail_cutoff,1.0,119.79722452468496,142.390532544379,ets1_GM23338_seq402
independent,0.6278325123152709,6657.319344621382,6544.93264248705,ets1_GM23338_seq404_0
cooperative,0.0002463054187192118,2903.98610536462,4401.67664670659,ets1_GM23338_seq404_1
fail_cutoff,1.0,174.085290594257,142.493887530562,ets1_GM23338_seq405
independent,0.09999999999999998,23255.81117501746,25951.435028248598,ets1_GM23338_seq408_0
fail_cutoff,1.0,9530.41410180689,12005.1428571429,ets1_GM23338_seq408_1
fail_cutoff,1.0,10080.1492086107,15383.6559139785,ets1_GM23338_seq409
independent,0.8251231527093597,5155.841501082896,4940.4900284900295,ets1_GM23338_seq41
independent,0.013054187192118226,4765.403130929794,9197.73214285714,ets1_GM23338_seq410
cooperative,0.0002463054187192118,18334.617599243295,33875.9101123595,ets1_GM23338_seq412_0
independent,0.19334975369458127,464.5442540989627,515.068493150685,ets1_GM23338_seq412_1
cooperative,0.0017241379310344827,12406.076690574624,19619.6059113301,ets1_GM23338_seq413
independent,0.6278325123152709,11122.62570482828,10647.590296496,ets1_GM23338_seq414_0
independent,0.06748768472906402,11893.93068889526,13057.837535014,ets1_GM23338_seq414_1
independent,0.7002463054187192,8595.298944623279,8982.67024128686,ets1_GM23338_seq415
independent,0.06748768472906402,151.89894168209798,229.38364779874198,ets1_GM23338_seq416
independent,0.013054187192118226,1777.755849266062,3408.713615023469,ets1_GM23338_seq417
fail_cutoff,1.0,132.8048192771084,102.64367816091999,ets1_GM23338_seq418
independent,0.6278325123152709,47467.577241176,48679.840796019904,ets1_GM23338_seq419_0
fail_cutoff,1.0,6260.341575809586,17171.3591160221,ets1_GM23338_seq419_1
independent,0.3233990147783251,17841.258882375452,18628.1472392638,ets1_GM23338_seq42
independent,0.013054187192118226,319.684576973808,413.6,ets1_GM23338_seq420
cooperative,0.0002463054187192118,242.48056079124103,604.065573770492,ets1_GM23338_seq421
fail_cutoff,1.0,31985.995076290645,25263.619047619,ets1_GM23338_seq424
independent,0.06748768472906402,4720.3342299526685,10344.2247191011,ets1_GM23338_seq425_0
fail_cutoff,1.0,142.2546052394448,139.415730337079,ets1_GM23338_seq425_1
cooperative,0.0002463054187192118,1934.8406593443856,4058.5582655826597,ets1_GM23338_seq426
fail_cutoff,1.0,24978.05940129049,19401.7843137255,ets1_GM23338_seq427_0
independent,0.19334975369458127,16136.767519199608,20403.615584415602,ets1_GM23338_seq427_1
independent,0.212807881773399,508.13144724120025,587.395555555556,ets1_GM23338_seq430
cooperative,0.0002463054187192118,228.58603877194503,348.90090090090104,ets1_GM23338_seq431
fail_cutoff,1.0,10480.17465927901,10398.1904761905,ets1_GM23338_seq432_0
independent,0.9899014778325124,6700.492797020216,3339.63636363636,ets1_GM23338_seq432_1
independent,0.9416256157635468,3963.183923444979,3343.714285714289,ets1_GM23338_seq433
independent,0.6278325123152709,46190.47293514983,46960.8333333333,ets1_GM23338_seq434_0
independent,0.8251231527093597,36422.545308243825,27511.380410022797,ets1_GM23338_seq434_1
fail_cutoff,1.0,25476.944054421805,40054.641509434,ets1_GM23338_seq436
independent,0.04285714285714285,11928.372753464633,15582.7169811321,ets1_GM23338_seq437
independent,0.010098522167487684,544.1104156317269,1192.1676646706599,ets1_GM23338_seq439
cooperative,0.0004926108374384236,142.47573647010302,227.62331838564998,ets1_GM23338_seq440
independent,0.19334975369458127,31023.224770981982,32257.1976047904,ets1_GM23338_seq442
independent,0.04285714285714285,7741.068001593255,8164.9327354260095,ets1_GM23338_seq444_0
cooperative,0.0002463054187192118,849.310013975642,3081.79439252336,ets1_GM23338_seq444_1
fail_cutoff,1.0,135.080062463071,110.469002695418,ets1_GM23338_seq448
independent,0.9899014778325124,19593.80314376307,15947.7004405286,ets1_GM23338_seq449
independent,0.9416256157635468,51485.59158044328,34505.893129771,ets1_GM23338_seq450
cooperative,0.0002463054187192118,1016.3439153439159,21163.103030303002,ets1_GM23338_seq451_0
cooperative,0.0002463054187192118,1292.012546854668,1763.61904761905,ets1_GM23338_seq451_1
independent,0.7002463054187192,357.31152330957997,317.489795918367,ets1_GM23338_seq452
independent,0.3972906403940887,18278.04048038767,21595.3738019169,ets1_GM23338_seq453_0
independent,0.112807881773399,169.15369805785946,184.682352941176,ets1_GM23338_seq453_1
fail_cutoff,1.0,8677.09226139287,10597.2139303483,ets1_GM23338_seq454
independent,0.6278325123152709,15234.089514507059,14306.0,ets1_GM23338_seq455_0
fail_cutoff,1.0,4876.197719526558,5310.24598930481,ets1_GM23338_seq455_1
cooperative,0.0002463054187192118,3617.0310501940135,5097.25217391304,ets1_GM23338_seq456
independent,0.9416256157635468,13967.7930927948,12324.770833333301,ets1_GM23338_seq457
independent,0.06748768472906402,16708.467563573337,22303.726315789503,ets1_GM23338_seq458_0
cooperative,0.0002463054187192118,374.6215273477809,1220.08163265306,ets1_GM23338_seq458_1
fail_cutoff,1.0,190.20668363814997,133.551912568306,ets1_GM23338_seq459
independent,0.0251231527093596,17750.364440983696,28038.6838709677,ets1_GM23338_seq45_0
independent,0.9416256157635468,1565.245186186361,1094.87619047619,ets1_GM23338_seq45_1
cooperative,0.0004926108374384236,125.48403214226002,205.85050505050495,ets1_GM23338_seq460
independent,0.23325123152709357,16699.053578204162,19849.5828877005,ets1_GM23338_seq461
independent,0.19334975369458127,39184.955523016375,48300.5479452055,ets1_GM23338_seq462
independent,0.6524630541871921,3780.5819962038595,3350.7256637168102,ets1_GM23338_seq463
independent,0.14162561576354676,68916.68738200443,80151.2523364486,ets1_GM23338_seq464
cooperative,0.0002463054187192118,3250.1798720927295,5854.6037735848995,ets1_GM23338_seq466
cooperative,0.0002463054187192118,656.9974084057106,1006.23834196891,ets1_GM23338_seq467_0
